Lyrics,Mood
"Sto salendo su da te
e lei scende dalle scale
non mi guarda quasi ma
non sa dove voglio andare

e io corro ancora su
busso piano per timore:
finalmente tu!
Che brigante tu!

Che difficile però
incontrarsi clandestini
ma ci eccita di più
far l’amore sui cuscini
o per terra, dove vuoi
basta essere vicini

Vivo dentro di te
vivo con la tua anima
vivo, respiro te
vivo solo se vivi tu

amore mio
amore mio

e pensare che ti ho
solamente poche ore
e che mi dividerai
chi lo sa quante volte ancora
ma le tue mani una magia
che distende ogni rancore

la coscienza scappa via
e impedisce ogni pudore
si ribella ancora un po’
una traccia di ragione
anche quella poi però
lascia il posto all’esplosione

Vivo dentro di te
vivo con la tua anima
vivo, respiro te
vivo solo se vivi tu

amore mio
amore mio",Sad
"Pronto? Lo sapevo, lo sentivo che eri tu
ma che strano, questa notte non dormivi neanche tu

La voglia di dormire
e la voglia di sognare
è già un po’ che non la trovo
l’hai portata via con te

Ma che pazzia è questa tua
vederci adesso
certo che posso
ma se mi spoglio
non mi rivesto

questa volta non mi va
di cercarti solo dentro me
forse è meglio non vederci più
anche se adesso, di certo, vorrei abbracciarti soltanto

Io stanotte impazzirei
nel tuo corpo morirei
ma che voce strana hai
sì, trascinami con te!

Pazzo, pazzo amore 
ti desidero soltanto
ma, ti prego, non pensare
se la voglia non si arrende

Pronto? Sto ascoltando
sì, lo sento il tuo respiro
per telefono è più bello
non resistere al piacere!

Non è follia
mi senti tua
io sono tua

mi fai cadere
mi fai volare
mi fai impazzire

Guerra, amore, non so più cos’è
tutto è sempre bello insieme a te
anche se adesso, di certo, vorrei abbracciarti soltanto

Io stanotte impazzirò
nel tuo corpo morirò
la tua voce è bella, sai
sì, trascinami con te!",Sad
"C’è sempre l’amore, l’amore,
C’è sempre l’amore l’amore,
Nel mio cuore.

Con te, con te,
Ogni momento è cosi facile.
È magico con te,
È magico con te di notte...

C’è sempre l’amore, l’amore,
C’è sempre l’amore, l’amore
Nel mio cuore
Nel mio cuore.",Happy
"A zigo-zago c'era un mago con la faccia blu
Sul grande lago navigava con la sua tribù
Il sette di luglio la sveglia sul collo
Segnava le ventitre
Ha fatto un intruglio con un osso di pollo
Nel macinino da caffè
E mi ha rivelata la parola fatata
Che ora vi dirò

Oba-ba-lu-ba... Oba-ba-lu-ba
L'antica formula magica canta con me
Oba-ba-lu-ba... Oba-ba-lu-ba... Oba-ba-lu-ba
È tanto facile, facile, facile, facile
Basta crederci un po'

Oba-ba-lu-ba ti può dare quello che vuoi tu
Ad occhi chiusi puoi trovare l'isola del sud
Tra noci di cocco banane e tabacco
Ballare e sognando che
Mi baci la bocca col sorriso negli occhi
Notti d'amore insieme a te
Un letto di fiori le coperte a colori
Sull'isola con te

[parlato]
Oba-ba-luu-ba
Oba-ba-luu-ba

Oba-ba-lu-ba ti può dare quello che vuoi tu
Ad occhi chiusi puoi trovare l'isola del sud
Tra noci di cocco banane e tabacco
Ballare e sognando che
Mi baci la bocca col sorriso negli occhi
Notti d'amore insieme a te
Un letto di fiori le coperte a colori
Sull'isola con te

[parlato]
Oba-ba-luu-ba
Oba-ba-luu-ba
[sfumando]
Oba-ba-luu-ba...",Happy
"Io sono come sono,
Forte ma anche fragile
Puoi bruciarti sai
Se mi cambierai

In amore do
Più di quel che ho
Ma dopo mi pentirò

Prova a dirmi si
Che non vuol dire amami
Dimmi che ci sei
Che non vuol dire resta qui

Basterà
Perchè in fondo questa sono io
Padrona di stelle ma senza il cielo
E le tue bugie le faccio verità

Nel gioco delle parti
Son destinata a perdere
Ma non soffro più
Se sei più forte tu

Mi accontenterò
Delle tue bugie
E allora
E ancora vai

Prova a dirmi si
Che non vuol dire amami
Dimmi che ci sei
Che non vuol dire resta qui

Basterà
Perchè in fondo questa sono io
Padrona di stelle ma senza il cielo
E le tue bugie le faccio verità

E chiuderò
Questa notte in un'eternità
Bugie, bugie i nostri per sempre
Bugie, poesie le nostre verità",Sad
"Chi sarà
Chi sarà
E da dove è giunto?
Che dirà?
Che dirà?
Chi amerà?

Lascia che sia
Quello che è stato è già stato
Quello che so è qui che mi toglie il fiato
“Torno”, dicevi, “ritorno”
“Dove sarai, sarò”

Falsa la tua modestia
Immenso il tuo mito
La scena è mia
Ma non mi ha mai perdonato

“Torno”, pensai, “ritorno”
“Dove tu sarai, ti seguirò”

E ora devo andarmene, lo sai
Io che cambio sempre faccia
Io fra le tue braccia morirei
Mi sono persa ormai
Fra le mani
Fra i tormenti tuoi

Lascia che sia
Quello che è stato è già stato
Credi a un’idea
Tu che non c’hai mai creduto
“Torna”, dicevi, “ritorna
E tutto quel che vale tornerai”

Ora devo andarmene oramai
Siamo uguali goccia a goccia
Ma perdendo me ti perderai
Sognare ancora come Butterfly
È inutile

Ora devo andarmene, lo sai
Io che cambio sempre faccia
Io fra le tue braccia morirei
Tu mi cercherai
Non dovrai dimenticare
Non potrai dimenticare

“Ritorno”, dicevo, “tornerò
ovunque tu sarai ti seguirò”

Ora devo andarmene, lo sai
Io che cambio sempre faccia
Cerco le tue braccia

Ora devo andarmene oramai
Siamo uguali goccia a goccia
Ma perdendo me ti perderai
Sognare ancora come Butterfly
È inutile
È inutile
È inutile
Ora so che è inutile

Chi sarà
Chi sarà
E da dove è giunto?
Che dirà?
Che dirà?
Chi amerà?
Chi amerà?",Sad
"Se ti scrivo e se non ti chiamo
È perchè so che se vieni qui
Io non riuscirei a dire niente
Mi conosci sai, sono così
Nelle tue parole nel tuo modo di guardarmi
Vedo che sei tu
E da adesso ti sei chiesto senza di me come farai...

Fai così
Ma sorriderti sarebbe vendermi
Oh baby
E lo so che noi due insieme riuscivamo
Ad interderci

Cosa credi che tu decida quando ti dico no per un no
Cosa credi che tu decida come quando vuoi oh no...

No no no no...

Parli sparli e poi ti ci perdi e non ascolti neanche se ti dico no
Mentre spendi i miei sentimenti, ma non pensi a quello che ti do

Cosa credi che tu decida quando ti dico no per un no
Cosa credi che tu decida come quando vuoi oh no...

Ehi, non puoi mentire a me
Ehi, ehi senza pentirtene
Ti vai bene come sei perso dentro i fatti tuoi
Ehi mi puoi convincere
Ehi, ehi tui non sai perdere
Non mi aspetto tu sia perfetto ma non sai cosa è il rispetto
(X4)",Sad
"Stanotte mi fai vibrare
Voglia di lasciarmi andare
Mi prendi come non mai
Sei diverso, lo confesso

Sembra il nostro primo incontro
Dove tutto pare più intenso
Non più l’amico al mio fianco
Come spalla di conforto

Non l’avrei detto proprio mai
Mai avrei potuto credere
Che saresti stato proprio tu
A dar di più

Gira un altro disco adesso tra noi
Lascialo girare tutto e se vuoi
Fino in fondo, se puoi

Ti batte
Se sei con lei
Tanto poi scapperà
Come tutte le altre
Ti sei chiesto mai perché
Cos’era che ti bloccava?
E poi parlavi a me
Cos’era che ti mancava
E poi cercavi me?

Forse ero già nell’etere
Mai avrei potuto credere
Che saresti stato proprio tu
A dar di più

Gira un altro disco adesso tra noi
Lascialo girare tutto e se vuoi
Fino in fondo, se puoi

Meglio questo disco adesso tra noi
Lascia che non smetta mai se vuoi
Fino in fondo, se puoi

Io non so più cos’è meglio per noi ma
So che da oggi tutto quanto cambierà
Ora io so cosa vuoi tu da me
E immagino come stare con te

Se vuoi entrare nel mio mondo vieni a prendermi
Ma se mi vuoi solo una sera
arrenditi!

Gira un altro disco adesso tra noi
Lascialo girare tutto e se vuoi
Fino in fondo, se puoi

Meglio questo disco adesso tra noi
Lascia che non smetta mai se vuoi
Fino in fondo, se puoi",Sad
"Parlami teneramente
E dolcemente come facevi
Quando io avevo appena
Appena aperto gli occhi
Principessa mi chiamavi
Stringendomi forte il cuore
Il tuo sguardo mi seguiva
Attento come un ombra,

Mama unica amica una volta eri nemica
Mai io avrei pensato
Proprio tu quella che cercavo
Mama ora ho capito
Perché allora non ti capivo
Nel profondo del mio cuore
Ora per te c'è solo tanto amore

Ancorato il mio riparo
Il porto delle mie speranze
Quando si alza la tempesta
Improvvisa nel mio cuore
Con te vicino a Dio
Più paura non avrò
Anche se il vento colorato
L'argento vivo e luce i tuoi capelli

Mama unica amica una volta eri nemica
Mai io avrei pensato
Proprio tu quella che cercavo
Mama ora ho capito
Perché allora non ti capivo
Nel profondo del mio cuore
Ora per te c'è solo tanto amore

Nel profondo del mio cuore
Ora per te c'è solo tanto amore
Posso darti tanto amore
Voglio darti tanto amore",Sad
"Chiudi la porta quando te ne va
Prenditi tutto e non tornare mai
È la tua vita, io da adesso in poi
Mi faccio la mia, non sono affari tuoi
Vai e non tornare mai
Tanto non mi troverai

Non sono facile, non sono scema
Non ho amici in alto
E non ci esco a cena
Non prendo lezioni da chi come te
Finge di essere tutto quello che non è
Vai e non tornare mai
Non devi!

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò
Posso finalmente dirti: “Amore
È stato tutto solo un grande errore
Non eri tu”

Non voglio dire che non mi è piaciuto
Tempo fa forse ci avrei creduto
Ma se credo in qualcosa adesso credo che
Valgo molto più di quel che pensi te
Vai e non tornare mai
Non devi!

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò
Posso finalmente dirti: “Amore
È stato tutto solo un grande errore
Non eri tu”

Io ho la mia vita, tu hai la tua vita
E se è finita è finita
Quella è la tua via d’uscita
Vai, nessun rancore
D’amore non si muore
… il dolore
Allora fammi ‘sto favore
Vai, vai, vai, adesso che vuoi farlo
Vai, vai, vai, ora che posso dirlo
Vai, è meglio se vai
Non è per te, vai
Sai dove?

Non vedi?

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò
Non ti fermerò!

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò

Io me ne frego se finisce qui
Che tu ci creda o no
Se adesso esci e te ne vai così
Io non ti fermerò",Sad
"Quando ami qualcuno e lo perdi 
Quali sono le possibilità che hai
Io ci ho provato a restare in piedi
Ma il tuo amore mi ha messo in ginocchio ormai cado giù

Quando ami qualcuno e lo vedi 
Ogni giorno andare via così
Stavo già lottando contro tutti
Perchè è così dura adesso arrendersi
All'idea che non sarai
All'idea che non mi avrai

Quando ami qualcuno muori un pò così
E non esiste un posto in cui nascondersi
Vuoi sapere come stò
Davvero non lo sò
Sò soltanto che mi manchi tu
Perchè tu non mi vedi ma io sono qui
Se me lo chiedi è un no ma vorrei dire di si
Vuoi sapere come stò
Davvero non lo sò
Sò soltanto che non sei tu
E non mi basta sai

Quando ami qualcuno e sei pronto
Anche a dirgli non ci pensare vai
Mentre la distanza cresce ogni giorno
Mi chiedo tu dove sei... cosa sentirai...
All'idea che non mi avrai...
All'idea che non sarai

Quando ami qualcuno muori un pò così
E non esiste un posto in cui nascondersi

Vuoi sapere come stò
Davvero non lo sò

Sò soltanto che mi manchi tu
Per questo quando arrivi non mi trovi qui
Oppure parlo tanto da confonderti

Vuoi sapere come stò
Davvero non lo sò
Io davvero non lo sò più
Non lo sò più.",Sad
"Ritornerai
Sarai
A un passo qui
Da me
Da quelle cose che

Cercherai
Ma non sai
Di aver sempre avuto e che
Non puoi avere senza me

Ora fa troppo male
Pioggia e lacrime
Non chiedermi di perdonare
Non sono così forte ora

Il tuo silenzio non ha un senso
Adesso che vai via così
Ma la mia anima ti urla qui

Ritornerai
Sarai
A un passo qui
Da me
Da quelle cose che

Cercherai
Ma non sai
Di aver sempre avuto e che
Non puoi avere senza me

Confuso amore, giorni nuovi no
non basteranno più
no, non ti serviranno più

Ritornerai
Sarai
A un passo qui
Da me
Da quelle cose che

Cercherai
Ma non sai
Di aver sempre avuto e che
Non puoi avere senza me

Ritornerai
Sì, ritornerai",Sad
"È così emozionante, sai
Non si può spiegare, non si può
Lei che abbraccia i giorni miei
È così la consumerò

Sono qui e canto anch’io perché
Come te respiro tanta musica
Come un’ombra mi accompagnerà
Sempre accanto a me, forte dentro me

È un amore che non capirò
Lei si dà, io mi do
E non basta mai

È scintilla di una libertà
Che nell’anima
S’infiamma

È oramai inevitabile
Porta via 
Tutto il silenzio inutile

È allegria
È malinconia
Dolce amara ma
Irrefrenabile

È un amore che non tradirò
Lei si dà, io mi do
E non basta mai

È scintilla di una libertà
Che nell’anima
S’infiamma
È così emozionante, sai
Non si può spiegare, non si può

Lei che abbraccia i giorni miei
E così con noi 
Si consumerà",Sad
"Io mentirei se dicessi che non sei...
Il viaggio che mi farei

Perchè tremo un po'...
Quando penso a noi due qui
Io ti cerco e mi perdo così

Qui dammi, dimmi tu come fai
Perchè io vorrei solo che non finisse mai

Guardami e dimmi che non si può
Avere più di così sentirsi più liberi

Perche' se tu fossi mio lo saprei saprei come mi sentirei
Se ci fossi tu al mio fianco
Se per un attimo soltanto
Vedessi quello che hai
Non lo lasceresti mai
Se soltanto tu...
Mi amassi un po'

Io lo farei se servisse fingerei
E non ha più importanza oramai
Ma credimi no, non vorrei fermarmi qui
Prova a dirmelo così
Dai senso a un lento che ti entra dentro

Se tu fossi mio lo saprei saprei come mi sentirei
Se ci fossi tu al mio fianco
Se per un attimo soltanto
Vedessi quello che hai
Non lo lasceresti mai
Se soltanto tu...
Mi amassi un po'

Se tu fossi mio lo saprei saprei come mi sentirei

Se vedessi quello che hai
Non lo lasceresti mai

Se tu fossi mio lo saprei saprei come mi sentirei",Sad
"Tutto e niente
Il gioco strano tra di noi
Che non mente 
Ma tradisce i gesti tuoi
Tutto e niente come te
Che non mi dai
Il piacere, il sapore
Di un grande amore, mai

La finzione dei tuoi gesti
Non si nasconde se
L’emozione non compare
In uno sguardo che
Demolisce l’illusione nella ragione
Che dai
Ai miei sensi

I colori di un amore
Non si sbiadiscono nell’aria di una sera
Nel sapore di un attimo
Nell’ultimo respiro
Di un inutile inganno che
Non mi prende, non mi accende
Non lo sopporto più!

Tutto e niente
Il gioco strano tra di noi
Che non mente 
Ma tradisce i gesti tuoi
Tutto e niente come te
Che non mi dai
Il piacere, il sapore
Di un grande amore, mai

Non seguire i movimenti
Della mia vita se
L’indolenza del tuo mondo
Scivola senza me
Disturbata nell’orgoglio
Dall’attenzione che dai
Se mi tenti

La pressione, in un momento, lievita libera 
Nell’ombra indifferente di un’insolita favola
Nell’anima smarrita di una logica che non c’è
Se mi baci, se mi tocchi, se mi accarezzi un po’

Tutto e niente
Il gioco strano tra di noi
Che non mente 
Ma tradisce i gesti tuoi
Tutto e niente come te
Che non mi dai
Il piacere, il sapore
Di un grande amore, mai

Un abisso tra di noi
Insolente
Incolmabile oramai
Ci divide, sai

Tutto e niente
Il gioco strano tra di noi
Che non mente 
Ma tradisce i gesti tuoi
Tutto e niente nell’intrepido viavai
Di illusioni, tentazioni, vuote emozioni ormai

Tutto e niente
Il gioco strano tra di noi
Che non mente 
Ma tradisce i gesti tuoi
Tutto e niente come te
Che non mi dai
Il piacere, il sapore
Di un grande amore, mai",Sad
"Eh, vivrai in un sogno
La storia infinita
Di una sera scritta per noi

Non appena vista
Ti sento vicina
Lui sfidava il mondo, io no

Vai, non fermarti mai più
Segui il sogno
Che vive con noi

Non so più cosa sarà
Di una sera infinita
Finita per noi, per noi

Lascia che ti prenda
Nel buio per mano
Io che ho avuto tutto, tu no

Vola via nell'aria
Che l'amore ti ha tolto
Mi potrai vedere, io no

Vai, non fermarti mai più
Dietro il sogno che vola con noi

Non so più cosa farò
E la vita che corre
Si è persa per noi, per noi

No, non fermarti mai più
Vola in alto più in alto che puoi

Vai e non cercare il perché
Di una vita infinita
Finita per noi, per noi",Happy
